18,24,-19.854063604240284
18,23,-20.095366795366797
18,22,-20.463671875000003
18,21,-19.938652482269507
18,20,-19.667957746478876
18,19,-19.205158730158733
18,18,-20.354504504504508
18,17,-19.664436619718312
18,16,-19.92147887323944
18,15,-19.735789473684214
18,14,-19.750699300699303
18,13,-19.6243816254417
18,12,-19.603846153846156
18,11,-19.808802816901412
18,10,-19.764685314685316
18,9,-18.865490196078433
18,8,-19.614335664335666
18,7,-19.8340350877193
18,6,-19.662105263157898
18,5,-19.622183098591552
18,4,-19.133730158730163
18,3,-19.59049295774648
18,2,-19.564310954063608
18,1,-19.49010600706714
17,24,-18.558899676375407
17,23,-19.935573122529647
17,22,-19.58404255319149
17,21,-18.697077922077924
17,20,-18.707766990291265
17,19,-18.360931899641578
17,18,-19.325590551181104
17,17,-18.675404530744338
17,16,-18.570000000000004
17,15,-18.553870967741936
17,14,-18.730420711974112
17,13,-18.61961414790997
17,12,-18.664630225080387
17,11,-18.56677419354839
17,10,-18.603536977491963
17,9,-18.425000000000004
17,8,-18.737741935483875
17,7,-18.652884615384618
17,6,-18.73858520900322
17,5,-18.620388349514567
17,4,-18.416785714285716
17,3,-18.470000000000002
17,2,-18.36677419354839
17,1,-18.250645161290326
16,24,-17.87067448680352
16,23,-19.561724137931034
16,22,-18.235691318327977
16,21,-17.834999999999997
16,20,-17.834999999999997
16,19,-18.541612903225804
16,18,-18.587676056338026
16,17,-17.81441176470588
16,16,-17.855588235294118
16,15,-17.876176470588234
16,14,-18.194345238095238
16,13,-18.060059171597633
16,12,-17.973235294117647
16,11,-16.942345276872963
16,10,-18.219174041297936
16,9,-17.890384615384615
16,8,-18.15014749262537
16,7,-18.09762611275964
16,6,-18.041246290801187
16,5,-18.02358208955224
16,4,-18.707868852459015
16,3,-17.993768545994065
16,2,-17.853869047619046
16,1,-17.80029761904762
15,24,-17.39646739130435
15,23,-17.3875
15,22,-17.224661246612467
15,21,-17.597337278106508
15,20,-17.21382113821138
15,19,-17.95610465116279
15,18,-18.357053291536047
15,17,-17.24297297297297
15,16,-17.18943089430894
15,15,-17.31852861035422
15,14,-17.27961956521739
15,13,-17.267486338797813
15,12,-17.429076086956524
15,11,-16.751183431952665
15,10,-17.305962059620597
15,9,-17.32038043478261
15,8,-16.978805970149253
15,7,-17.39863387978142
15,6,-17.368579234972678
15,5,-17.292876712328766
15,4,-18.111470588235292
15,3,-17.30931506849315
15,2,-17.074309392265192
15,1,-16.955277777777777
14,24,-15.797668393782383
14,23,-15.113496932515337
14,22,-15.420103092783505
14,21,-15.566759002770082
14,20,-14.825839793281652
14,19,-14.72341597796143
14,18,-15.394721407624631
14,17,-14.874935400516794
14,16,-14.874935400516794
14,15,-15.042783505154638
14,14,-15.022395833333333
14,13,-14.80984455958549
14,12,-14.788571428571426
14,11,-14.728124999999999
14,10,-14.217127071823203
14,9,-14.515844155844155
14,8,-14.310112359550564
14,7,-14.374293059125963
14,6,-14.44681933842239
14,5,-14.259846547314577
14,4,-14.191773778920307
14,3,-14.15149863760218
14,2,-14.336572890025574
14,1,-14.31179487179487
13,24,-13.803855421686746
13,23,-14.382005141388174
13,22,-13.69301204819277
13,21,-14.256632653061223
13,20,-13.712289156626504
13,19,-13.909462915601022
13,18,-13.851399491094146
13,17,-13.774083769633508
13,16,-13.728087167070218
13,15,-13.78647342995169
13,14,-13.839999999999998
13,13,-13.647087378640775
13,12,-13.666504854368931
13,11,-13.650243902439023
13,10,-13.141558441558441
13,9,-13.740579710144926
13,8,-13.718644067796609
13,7,-13.653623188405795
13,6,-13.795641646489102
13,5,-13.718465227817745
13,4,-13.729156626506024
13,3,-13.666494845360823
13,2,-13.731386861313867
13,1,-13.485714285714284
12,24,-13.227397260273973
12,23,-13.745177664974618
12,22,-12.769879518072289
12,21,-13.410096153846153
12,20,-13.148752834467121
12,19,-13.545803357314147
12,18,-13.52887828162291
12,17,-13.218004866180047
12,16,-13.078103837471785
12,15,-13.143891402714933
12,14,-13.065
12,13,-13.066968325791853
12,12,-13.042176870748298
12,11,-12.965079365079363
12,10,-12.391176470588235
12,9,-13.017351598173514
12,8,-12.964843749999998
12,7,-12.876082004555807
12,6,-12.85753424657534
12,5,-12.882915717539863
12,4,-12.884931506849314
12,3,-13.302650602409637
12,2,-12.896100917431193
12,1,-12.854482758620689
11,24,-12.268749999999999
11,23,-12.450341685649203
11,22,-12.214870689655172
11,21,-12.696559633027523
11,20,-12.21271551724138
11,19,-12.207159353348729
11,18,-12.18449074074074
11,17,-12.615227272727273
11,16,-12.121935483870967
11,15,-12.20930735930736
11,14,-12.16891304347826
11,13,-12.08195652173913
11,12,-12.097173913043477
11,11,-12.055676855895197
11,10,-11.891100702576113
11,9,-12.072826086956521
11,8,-11.805747126436781
11,7,-11.730504587155963
