11,6,-11.786184210526315
11,5,-11.758478260869566
11,4,-11.562826086956523
11,3,-11.311868686868687
11,2,-11.800218818380744
11,1,-11.574835886214442
10,24,-11.463278008298756
10,23,-12.399767981438515
10,22,-11.476811594202898
10,21,-11.65352422907489
10,20,-11.463278008298756
10,19,-11.57849223946785
10,18,-11.57849223946785
10,17,-11.790174672489083
10,16,-11.382328482328484
10,15,-11.510165975103735
10,14,-11.57004132231405
10,13,-11.387759336099586
10,12,-11.372708333333334
10,11,-11.488357588357589
10,10,-11.682
10,9,-11.406016597510373
10,8,-11.550823045267489
10,7,-11.400683371298406
10,6,-11.533128834355828
10,5,-11.504498977505111
10,4,-11.522997946611909
10,3,-11.019026548672565
10,2,-11.672666666666666
10,1,-11.527442827442828
9,24,-11.510097087378641
9,23,-11.912698412698413
9,22,-11.550873786407767
9,21,-11.357556935817804
9,20,-11.457504873294347
9,19,-11.848057259713702
9,18,-11.56030701754386
9,17,-11.54558521560575
9,16,-11.36375968992248
9,15,-11.466602316602316
9,14,-11.360961538461538
9,13,-11.352023121387283
9,12,-11.39359223300971
9,11,-11.349610894941634
9,10,-11.310700389105058
9,9,-11.53517382413088
9,8,-11.271960784313725
9,7,-10.8417943107221
9,6,-11.13078431372549
9,5,-11.214677103718198
9,4,-11.2669921875
9,3,-11.135185185185184
9,2,-11.69422680412371
9,1,-11.1751953125
8,24,-11.1166015625
8,23,-10.677886977886978
8,22,-11.05204678362573
8,21,-11.030604288499026
8,20,-11.030604288499026
8,19,-11.431160896130345
8,18,-11.431160896130345
8,17,-10.644398340248962
8,16,-11.398559670781893
8,15,-11.001356589147287
8,14,-10.931189083820662
8,13,-10.924606299212599
8,12,-10.812770137524558
8,11,-10.868297455968689
8,10,-10.805294117647058
8,9,-10.568453608247422
8,8,-10.6298418972332
8,7,-10.20641592920354
8,6,-10.7357421875
8,5,-10.682912621359224
8,4,-10.616893203883494
8,3,-10.292560175054707
8,2,-11.005532786885245
8,1,-10.6205078125
7,24,-10.502929687499998
7,23,-10.448654244306418
7,22,-10.808316430020282
7,21,-10.447572815533979
7,20,-10.443689320388348
7,19,-10.452965235173822
7,18,-10.431632653061223
7,17,-10.365030674846624
7,16,-10.584472049689442
7,15,-10.477450980392154
7,14,-10.266336633663364
7,13,-10.219921104536487
7,12,-10.328373015873014
7,11,-10.170565302144247
7,10,-10.149414062499998
7,9,-10.222107438016527
7,8,-10.024654832347139
7,7,-10.074736842105262
7,6,-10.062318840579708
7,5,-10.004174950298209
7,4,-10.041865079365078
7,3,-9.642765957446807
7,2,-9.982142857142858
7,1,-9.521556886227545
6,24,-9.245617529880478
6,23,-8.343537414965986
6,22,-8.96841046277666
6,21,-8.904408817635272
6,20,-8.904408817635272
6,19,-9.1619957537155
6,18,-9.144397463002115
6,17,-8.748949579831933
6,16,-8.913695652173914
6,15,-8.863782696177063
6,14,-8.847991967871486
6,13,-8.836969696969698
6,12,-8.770934959349594
6,11,-8.713453815261044
6,10,-8.74657258064516
6,9,-8.912025316455697
6,8,-8.596957403651116
6,7,-8.783905579399143
6,6,-8.81592356687898
6,5,-8.570875763747454
6,4,-8.53530612244898
6,3,-8.33442265795207
6,2,-8.556172839506173
6,1,-8.582900432900434
5,24,-8.240368852459017
5,23,-7.8307174887892375
5,22,-8.23675564681725
5,21,-8.213729508196721
5,20,-8.291002044989776
5,19,-8.451619870410369
5,18,-8.480818965517242
5,17,-7.954803493449782
5,16,-8.189139344262296
5,15,-8.440997830802603
5,14,-8.210493827160494
5,13,-8.096926229508197
5,12,-8.087037037037037
5,11,-8.158726899383984
5,10,-8.05131845841785
5,9,-7.891921397379913
5,8,-7.895247933884298
5,7,-8.000614754098361
5,6,-7.703628117913833
5,5,-7.626652892561983
5,4,-7.630561330561331
5,3,-7.66148796498906
5,2,-7.575311203319503
5,1,-7.521365638766519
4,24,-7.366458333333333
4,23,-7.5382417582417585
4,22,-7.367561983471075
4,21,-7.258125000000001
4,20,-7.254488517745303
4,19,-7.151562500000002
4,18,-7.1335555555555565
4,17,-7.26161825726141
4,16,-7.136203090507726
4,15,-6.966301969365427
4,14,-7.101028806584362
4,13,-7.085269709543568
4,12,-7.140993788819876
4,11,-7.177892561983471
4,10,-7.268399168399168
4,9,-7.1329875518672194
4,8,-7.144044943820226
4,7,-7.140966386554622
4,6,-7.2630232558139545
4,5,-6.995974576271188
4,4,-6.9304439746300215
4,3,-7.193555555555556
4,2,-6.86404255319149
4,1,-6.525227272727274
3,24,-6.447468354430381
3,23,-6.374215246636772
3,22,-6.279281183932348
3,21,-6.279281183932348
3,20,-6.279281183932348
3,19,-6.279281183932348
3,18,-6.393067226890757
3,17,-6.379957805907174
3,16,-6.472505543237252
3,15,-6.308227848101267
3,14,-6.292527472527473
3,13,-6.175687103594081
3,12,-6.322384937238494
3,11,-6.320964360587003
3,10,-6.343271221532092
3,9,-6.239166666666667
3,8,-6.3096069868995635
3,7,-6.050210970464136
3,6,-6.164000000000001
3,5,-6.327789934354486
3,4,-6.098940677966102
3,3,-5.874330357142857
3,2,-5.918162393162393
3,1,-5.566877637130801
2,24,-5.345859872611464
2,23,-5.371190476190475
2,22,-5.271368421052631
2,21,-5.2841986455981935
2,20,-5.0841772151898725
2,19,-5.094526315789473
2,18,-5.082241014799154
2,17,-5.121894736842105
2,16,-5.125884955752212
2,15,-4.940339702760084
2,14,-4.921999999999999
2,13,-4.955106382978722
2,12,-4.79260042283298
2,11,-4.731385281385281
2,10,-4.867023554603854
2,9,-4.8575431034482754
2,8,-4.735665914221218
2,7,-4.657849462365591
2,6,-4.9149769585253456
2,5,-4.668779342723004
2,4,-4.62008830022075
2,3,-4.537061403508771
2,2,-4.55508849557522
2,1,-4.128666666666667
1,24,-3.9054824561403505
1,23,-3.9332568807339445
1,22,-3.8597374179431068
1,21,-3.8418859649122803
1,20,-3.876431718061674
1,19,-4.065801886792452
1,18,-3.8993449781659386
1,17,-3.845098039215686
1,16,-3.798871331828442
1,15,-3.7936403508771925
1,14,-3.679582366589327
1,13,-3.5935982339955848
1,12,-3.6701327433628315
1,11,-3.553348214285714
1,10,-3.4908888888888887
1,9,-3.4138009049773754
1,8,-3.2026570048309178
1,7,-3.2628117913832195
1,6,-3.2353658536585366
1,5,-3.253771289537713
1,4,-3.14187643020595
1,3,-3.0816933638443937
1,2,-3.053240740740741
1,1,-2.261716937354988
0,24,-0.5986238532110092
0,23,-0.5743707093821511
0,22,-0.5743707093821511
0,21,-0.7696759259259259
0,20,-0.7032710280373832
0,19,-0.3816793893129771
0,18,-0.7437185929648241
0,17,-0.6508379888268156
0,16,-0.6666666666666666
0,15,-0.6521739130434783
0,14,-0.5211726384364821
0,13,-0.5365853658536586
0,12,-0.5174825174825175
0,11,-0.5323741007194245
0,10,-0.20588235294117646
0,9,-0.31007751937984496
0,8,-0.12871287128712872
0,7,-0.3382352941176471
0,6,-0.20754716981132076
0,5,-0.16
0,4,0.0
0,3,0.0
